date,election,state,seat,ballot_order,name,candidate_uid,party,party_uid,votes,votes_perc,result,area_name,wasIncumbent
2020-09-26,SE-14,Sabah,N.56 Tanjong Papat,4,Ken Yong,22059,PN,12,2157,24.861687413554634,lost,Tanjong Papat,False
2020-09-26,SE-14,Sabah,N.56 Tanjong Papat,5,Poon Ming Fung @ Frankie,20266,WARISAN,74,5900,68.00368833563854,won,Tanjong Papat,True
2020-09-26,SE-14,Sabah,N.56 Tanjong Papat,6,Mohd Yunus Bin Apil,22061,USNO,15,345,3.9764868603042873,lost_deposit,Tanjong Papat,False
2020-09-26,SE-14,Sabah,N.56 Tanjong Papat,7,Jamal Bin Ali,22062,PPRS,77,35,0.40341171046565244,lost_deposit,Tanjong Papat,False
2020-09-26,SE-14,Sabah,N.57 Kuamut,1,Masiung Banah,17229,BEBAS,1,2802,39.11222780569514,won,Kuamut,True
2020-09-26,SE-14,Sabah,N.57 Kuamut,2,Benson Inggam,22064,UPKO,87,1824,25.4606365159129,lost,Kuamut,False
2020-09-26,SE-14,Sabah,N.57 Kuamut,3,Mohd Mezsi Ng Abdullah,22065,PCS,75,721,10.064209938581797,lost_deposit,Kuamut,False
2020-09-26,SE-14,Sabah,N.57 Kuamut,4,Juhari Bin Janan,22066,BN,25,1547,21.594081518704634,lost,Kuamut,False
2020-09-26,SE-14,Sabah,N.57 Kuamut,5,Dr. Ationg Bin Tituh,22067,GAGASAN,86,270,3.7688442211055273,lost_deposit,Kuamut,False
2020-09-26,SE-14,Sabah,N.58 Lamag,1,Junny @ Karuak Bin Abdullah,22068,BEBAS,1,73,1.3003206270039187,lost_deposit,Lamag,False
2020-09-26,SE-14,Sabah,N.58 Lamag,2,Mohd Ismail Hj Ayob,22069,WARISAN,74,2374,42.28713929462059,lost,Lamag,False
2020-09-26,SE-14,Sabah,N.58 Lamag,3,Sairin Abd.Rahman,22070,PPRS,77,61,1.086569291058069,lost_deposit,Lamag,False
2020-09-26,SE-14,Sabah,N.58 Lamag,4,Bung Moktar Bin Radin,5135,BN,25,3035,54.06127538297114,won,Lamag,False
2020-09-26,SE-14,Sabah,N.58 Lamag,5,Razman Bin Mayah,22072,PCS,75,71,1.2646954043462773,lost_deposit,Lamag,False
2020-09-26,SE-14,Sabah,N.59 Sukau,1,Jafry Ariffin,22073,BN,25,3763,55.66568047337278,won,Sukau,False
2020-09-26,SE-14,Sabah,N.59 Sukau,2,Malaya Bin Kasurah,22074,PCS,75,94,1.3905325443786982,lost_deposit,Sukau,False
2020-09-26,SE-14,Sabah,N.59 Sukau,3,Datuk Saddi Haji Abdul Rahman,20275,BEBAS,1,1228,18.16568047337278,lost,Sukau,True
2020-09-26,SE-14,Sabah,N.59 Sukau,4,Dato` Jakariah Bin Janit,22076,GAGASAN,86,41,0.606508875739645,lost_deposit,Sukau,False
2020-09-26,SE-14,Sabah,N.59 Sukau,5,Amrah Bin Liwangsa,22077,WARISAN,74,1634,24.171597633136095,lost,Sukau,False
2020-09-26,SE-14,Sabah,N.60 Tungku,1,Jumaat Bin Anwar,22078,BEBAS,1,154,1.9961114711600776,lost_deposit,Tungku,False
2020-09-26,SE-14,Sabah,N.60 Tungku,2,Jani Bin Kulmen,22079,PCS,75,142,1.8405703175631887,lost_deposit,Tungku,False
2020-09-26,SE-14,Sabah,N.60 Tungku,3,Amil Bangsa Bin Amil Ahsan,22080,PKS,28,24,0.31108230719377833,lost_deposit,Tungku,False
2020-09-26,SE-14,Sabah,N.60 Tungku,4,Assaffal @ Samsul Kamal Bin P. Alian,22081,WARISAN,74,3792,49.15100453661698,won,Tungku,True
2020-09-26,SE-14,Sabah,N.60 Tungku,5,Mohammad Bin Sidam,22082,USNO,15,79,1.0239792611795204,lost_deposit,Tungku,False
2020-09-26,SE-14,Sabah,N.60 Tungku,6,Momen @ Abd Momen Bin Anchai @ Anghai,22083,BN,25,3524,45.67725210628645,lost,Tungku,False
2020-09-26,SE-14,Sabah,N.61 Segama,1,Basri Abd Gapar,22084,GAGASAN,86,135,1.4547413793103448,lost_deposit,Segama,False
2020-09-26,SE-14,Sabah,N.61 Segama,2,Kamis Bin Burhan,22085,BEBAS,1,510,5.495689655172414,lost_deposit,Segama,False
2020-09-26,SE-14,Sabah,N.61 Segama,3,Kamarudin Bin Mohmad Chinki,22086,PCS,75,570,6.142241379310344,lost_deposit,Segama,False
2020-09-26,SE-14,Sabah,N.61 Segama,4,Nicholas Voo Vune Kett,22087,LDP,58,67,0.7219827586206896,lost_deposit,Segama,False
2020-09-26,SE-14,Sabah,N.61 Segama,5,Sahidin Bin Rabaha,22088,PPRS,77,399,4.299568965517241,lost_deposit,Segama,False
2020-09-26,SE-14,Sabah,N.61 Segama,6,Aljen Bin Johnny,22089,PN,12,2696,29.051724137931036,lost,Segama,False
2020-09-26,SE-14,Sabah,N.61 Segama,7,Mohamaddin Bin Ketapi,2224,WARISAN,74,4864,52.41379310344828,won,Segama,False
2020-09-26,SE-14,Sabah,N.61 Segama,8,Jikamisah Binti Abdul Salam,22091,USNO,15,39,0.42025862068965514,lost_deposit,Segama,False
2020-09-26,SE-14,Sabah,N.62 Silam,1,Ahmad Bin Tiong @ Baba,22092,GAGASAN,86,122,1.2998082250159813,lost_deposit,Silam,False
2020-09-26,SE-14,Sabah,N.62 Silam,2,Matusin Bin Sunsang,22093,PCS,75,196,2.088216492648626,lost_deposit,Silam,False
2020-09-26,SE-14,Sabah,N.62 Silam,3,Dumi Bin Pg. Masdal,3929,WARISAN,74,5200,55.4016620498615,won,Silam,False
2020-09-26,SE-14,Sabah,N.62 Silam,4,Mohammad Hamdan Bin Abdullah,22095,USNO,15,54,0.575324952056254,lost_deposit,Silam,False
2020-09-26,SE-14,Sabah,N.62 Silam,5,Hj Abdul Hakim Bin Hj Gulam Hassan @ Hj Muda,22096,PN,12,3658,38.9729384189218,lost,Silam,False
2020-09-26,SE-14,Sabah,N.62 Silam,6,Erwan Bin Johan,22097,PPRS,77,156,1.662049861495845,lost_deposit,Silam,False
2020-09-26,SE-14,Sabah,N.63 Kunak,1,Norazlinah Binti Arif,20285,WARISAN,74,3861,48.651713709677416,won,Kunak,True
2020-09-26,SE-14,Sabah,N.63 Kunak,2,Hasbi Bin Sariat,22099,GAGASAN,86,290,3.654233870967742,lost_deposit,Kunak,False
2020-09-26,SE-14,Sabah,N.63 Kunak,3,Nur Aini Binti Abdul Rahman,22100,LDP,58,404,5.090725806451613,lost_deposit,Kunak,False
2020-09-26,SE-14,Sabah,N.63 Kunak,4,Mohd Azman @ Abdul Samad Bin Asiman,22101,PCS,75,77,0.9702620967741935,lost_deposit,Kunak,False
2020-09-26,SE-14,Sabah,N.63 Kunak,5,Utoh Joehann Bin Angkie,22102,USNO,15,32,0.4032258064516129,lost_deposit,Kunak,False
2020-09-26,SE-14,Sabah,N.63 Kunak,6,Halid Bin Harun,22103,BN,25,3272,41.229838709677416,lost,Kunak,False
2020-09-26,SE-14,Sabah,N.64 Sulabayan,1,Alahuddin Bin Mohd. Sarah,22104,PCS,75,75,0.901009130225853,lost_deposit,Sulabayan,False
2020-09-26,SE-14,Sabah,N.64 Sulabayan,2,Jaujan Bin Sambakong,20288,WARISAN,74,5747,69.0413262854397,won,Sulabayan,True
2020-09-26,SE-14,Sabah,N.64 Sulabayan,3,Abdul Manan Bin Indanan,22106,BN,25,2502,30.057664584334454,lost,Sulabayan,False
2020-09-26,SE-14,Sabah,N.65 Senallang,1,D. Pg. Ahmad Bin Datu Ali Alam,22107,PPRS,77,39,0.47295658501091437,lost_deposit,Senallang,False
2020-09-26,SE-14,Sabah,N.65 Senallang,2,Mohd Shafie Bin Apdal,22108,WARISAN,74,6363,77.16468590831919,won,Senallang,True
2020-09-26,SE-14,Sabah,N.65 Senallang,3,Norazman Hj. Utoh Nain,22109,PN,12,1732,21.00412321125394,lost,Senallang,False
2020-09-26,SE-14,Sabah,N.65 Senallang,4,Mohammad Ramzan Bin Abdul Wahab,22110,USNO,15,61,0.7397526073247636,lost_deposit,Senallang,False
2020-09-26,SE-14,Sabah,N.65 Senallang,5,Madjalis Kk Lais,22111,PCS,75,51,0.6184816880911957,lost_deposit,Senallang,False
2020-09-26,SE-14,Sabah,N.66 Bugaya,1,Jihek Bin Basanu,22112,PCS,75,115,1.0004349717268377,lost_deposit,Bugaya,False
2020-09-26,SE-14,Sabah,N.66 Bugaya,2,Manis Muka Binti Hj. Mohd Darah,22113,WARISAN,74,8557,74.44106133101349,won,Bugaya,True
2020-09-26,SE-14,Sabah,N.66 Bugaya,3,Rasidan Bin Abd Latiff,22114,BEBAS,1,92,0.8003479773814702,lost_deposit,Bugaya,False
2020-09-26,SE-14,Sabah,N.66 Bugaya,4,Ahmad Bin Hj Kenajaan,22115,USNO,15,99,0.8612440191387559,lost_deposit,Bugaya,False
2020-09-26,SE-14,Sabah,N.66 Bugaya,5,Mohd Daud Bin Tampokong,22116,PN,12,2552,22.20095693779904,lost,Bugaya,False
2020-09-26,SE-14,Sabah,N.66 Bugaya,6,Abdul Jan Bin Muammil @ Abdul Jim,22117,BEBAS,1,31,0.2696824706394084,lost_deposit,Bugaya,False
2020-09-26,SE-14,Sabah,N.66 Bugaya,7,Taraji Bin Jamdi,22118,PPRS,77,49,0.42627229230100044,lost_deposit,Bugaya,False
2020-09-26,SE-14,Sabah,N.67 Balung,1,Abdul Hamid Bin Damang,22119,PCS,75,110,1.389415182518631,lost_deposit,Balung,False
2020-09-26,SE-14,Sabah,N.67 Balung,2,Labosa @ Ghazali Bin Jakilan,22120,USNO,15,33,0.4168245547555892,lost_deposit,Balung,False
2020-09-26,SE-14,Sabah,N.67 Balung,3,Abu Bakar Bin Jambuan @ Omar,22121,GAGASAN,86,26,0.3284072249589491,lost_deposit,Balung,False
2020-09-26,SE-14,Sabah,N.67 Balung,4,Hamild @ Hamid Bin Awang,22122,BN,25,3524,44.51181002905141,won,Balung,False
2020-09-26,SE-14,Sabah,N.67 Balung,5,Cyril Aloysius,22123,LDP,58,67,0.8462801566249842,lost_deposit,Balung,False
2020-09-26,SE-14,Sabah,N.67 Balung,6,Andi Rus Diana Bt Andi Paladjareng,20304,WARISAN,74,2944,37.18580270304408,lost,Balung,False
2020-09-26,SE-14,Sabah,N.67 Balung,7,Ariffin Bin Kassim Ibong,22125,PHRS,78,1213,15.321460149046356,lost,Balung,False
2020-09-26,SE-14,Sabah,N.68 Apas,1,Nizam Bin Datuk Abu Bakar Titingan,20308,PN,12,6252,58.299142111152555,won,Apas,True
2020-09-26,SE-14,Sabah,N.68 Apas,2,Datuk Indal,22127,PCS,75,186,1.7344274524431182,lost_deposit,Apas,False
2020-09-26,SE-14,Sabah,N.68 Apas,3,Amrullah @ Ambrullah Bin Kamal,22128,WARISAN,74,4203,39.192465497948525,lost,Apas,False
2020-09-26,SE-14,Sabah,N.68 Apas,4,Mohd Sayadi Bin Bakal,22129,USNO,15,83,0.7739649384558001,lost_deposit,Apas,False
2020-09-26,SE-14,Sabah,N.69 Sri Tanjong,1,Wong Su Vui,22130,GAGASAN,86,117,0.8036266227076035,lost_deposit,Sri Tanjong,False
2020-09-26,SE-14,Sabah,N.69 Sri Tanjong,2,Lim Ting Khai,20314,LDP,58,276,1.8957345971563981,lost_deposit,Sri Tanjong,False
2020-09-26,SE-14,Sabah,N.69 Sri Tanjong,3,Ricky Pang Siau Chern,22132,PPRS,77,46,0.315955766192733,lost_deposit,Sri Tanjong,False
2020-09-26,SE-14,Sabah,N.69 Sri Tanjong,4,Justin Wong Yung Bin,22133,WARISAN,74,11150,76.58493028367333,won,Sri Tanjong,False
2020-09-26,SE-14,Sabah,N.69 Sri Tanjong,5,Kour Ken-Keat,22134,PCS,75,80,0.54948828903084,lost_deposit,Sri Tanjong,False
2020-09-26,SE-14,Sabah,N.69 Sri Tanjong,6,Yapp Yin Hoau,22135,PHRS,78,568,3.901366852118964,lost_deposit,Sri Tanjong,False
2020-09-26,SE-14,Sabah,N.69 Sri Tanjong,7,Chung Yaw Vui,22136,BEBAS,1,52,0.357167387870046,lost_deposit,Sri Tanjong,False
2020-09-26,SE-14,Sabah,N.69 Sri Tanjong,8,Fung Len Fui,18654,PN,12,2270,15.591730201250087,lost,Sri Tanjong,False
2020-09-26,SE-14,Sabah,N.70 Kukusan,1,Ismail Idris @ Pakcik.El,22138,USNO,15,80,1.2004801920768309,lost_deposit,Kukusan,False
2020-09-26,SE-14,Sabah,N.70 Kukusan,2,Taufik Bin Muin,22139,PCS,75,75,1.125450180072029,lost_deposit,Kukusan,False
2020-09-26,SE-14,Sabah,N.70 Kukusan,3,Wong Jin Soon,22140,PHRS,78,796,11.944777911164465,lost_deposit,Kukusan,False
2020-09-26,SE-14,Sabah,N.70 Kukusan,4,Rina Hj. Jainal,22141,WARISAN,74,2834,42.52701080432173,won,Kukusan,False
2020-09-26,SE-14,Sabah,N.70 Kukusan,5,Rosdiansa Bin Mohd Noor,22142,PPRS,77,34,0.5102040816326531,lost_deposit,Kukusan,False
2020-09-26,SE-14,Sabah,N.70 Kukusan,6,Chaya Binti Sulaiman,22143,BN,25,2824,42.37695078031212,lost,Kukusan,False
2020-09-26,SE-14,Sabah,N.70 Kukusan,7,Lee Boon King,22144,GAGASAN,86,21,0.31512605042016806,lost_deposit,Kukusan,False
2020-09-26,SE-14,Sabah,N.71 Tanjung Batu,1,Andi Muhammad Suryady Bin Bandy,5148,BN,25,4728,62.07983193277311,won,Tanjung Batu,False
2020-09-26,SE-14,Sabah,N.71 Tanjung Batu,2,Rudy Bin Nurdin,22146,PCS,75,130,1.7069327731092436,lost_deposit,Tanjung Batu,False
2020-09-26,SE-14,Sabah,N.71 Tanjung Batu,3,Kamshari @ Johari Ibrahim,22147,PPRS,77,79,1.0372899159663864,lost_deposit,Tanjung Batu,False
2020-09-26,SE-14,Sabah,N.71 Tanjung Batu,4,Zulkifli Bin Ahmad,22148,USNO,15,58,0.7615546218487395,lost_deposit,Tanjung Batu,False
2020-09-26,SE-14,Sabah,N.71 Tanjung Batu,5,Mohd Afsar Bin Abd Latif,22149,WARISAN,74,2605,34.204306722689076,lost,Tanjung Batu,False
2020-09-26,SE-14,Sabah,N.71 Tanjung Batu,6,Asmari @ Nas Bin Udoh,22150,BEBAS,1,16,0.21008403361344538,lost_deposit,Tanjung Batu,False
2020-09-26,SE-14,Sabah,N.72 Merotai,1,Hafeezatul Halimah Binti Mohamad,22151,USNO,15,60,0.7072135785007072,lost_deposit,Merotai,False
2020-09-26,SE-14,Sabah,N.72 Merotai,2,Shim Nyat Yun,22152,LDP,58,30,0.3536067892503536,lost_deposit,Merotai,False
2020-09-26,SE-14,Sabah,N.72 Merotai,3,Sarifuddin Hata,22153,WARISAN,74,4058,47.83121169259783,won,Merotai,True
2020-09-26,SE-14,Sabah,N.72 Merotai,4,Abdullah Bin Palile,22154,PCS,75,86,1.0136727958510137,lost_deposit,Merotai,False
2020-09-26,SE-14,Sabah,N.72 Merotai,5,Mohamad Jalani Bin Chachu,22155,PN,12,2471,29.125412541254125,lost,Merotai,False
2020-09-26,SE-14,Sabah,N.72 Merotai,6,Liew Yun Fah,15947,PHRS,78,1779,20.968882602545968,lost,Merotai,False
2020-09-26,SE-14,Sabah,N.73 Sebatik,1,Juhuran Bin Kalmin,22157,BEBAS,1,90,1.5055202408832384,lost_deposit,Sebatik,False
2020-09-26,SE-14,Sabah,N.73 Sebatik,2,Hassan A Gani Pg Amir,20327,WARISAN,74,2665,44.580127132820344,won,Sebatik,False
2020-09-26,SE-14,Sabah,N.73 Sebatik,3,Abdul Samat Bin Akui,22159,PCS,75,504,8.430913348946136,lost_deposit,Sebatik,False
2020-09-26,SE-14,Sabah,N.73 Sebatik,4,Baharuddin Bin Basrie,22160,PPRS,77,140,2.3419203747072603,lost_deposit,Sebatik,False
2020-09-26,SE-14,Sabah,N.73 Sebatik,5,Datuk Hj Abd Muis Hj Picho,20326,PN,12,2143,35.848109735697555,lost,Sebatik,True
2020-09-26,SE-14,Sabah,N.73 Sebatik,6,Hassan Bin Ibrahim,7655,USNO,15,253,4.232184677149548,lost_deposit,Sebatik,False
2020-09-26,SE-14,Sabah,N.73 Sebatik,7,Mohd Balbir Bin Arjan,22163,BEBAS,1,183,3.061224489795918,lost_deposit,Sebatik,False
