date,election,state,seat,ballot_order,name,candidate_uid,party,party_uid,votes,votes_perc,result,area_name,wasIncumbent
2013-05-05,SE-12,Sabah,N.49 Tungku,4,Johani Bin Abd Halim,15916,PKR,11,2364,21.455799600653478,lost,Tungku,False
2013-05-05,SE-12,Sabah,N.49 Tungku,5,Johan Bin Nul,18617,STAR,64,337,3.0586313305500092,lost_deposit,Tungku,False
2013-05-05,SE-12,Sabah,N.50 Lahad Datu,1,Ali Andu Enjil,18618,SAPP,66,912,4.867634500426986,lost_deposit,Lahad Datu,False
2013-05-05,SE-12,Sabah,N.50 Lahad Datu,2,Dato' Haji Mohammad Yusof Haji Apdal,18619,BN,25,12949,69.11293766011956,won,Lahad Datu,False
2013-05-05,SE-12,Sabah,N.50 Lahad Datu,3,Hamid Awong @ Abdul Hamid Awong,18620,PKR,11,4534,24.199402220324508,lost,Lahad Datu,False
2013-05-05,SE-12,Sabah,N.50 Lahad Datu,4,Ariffin Bin Hamid @ Alfa Hamid,18621,STAR,64,341,1.8200256191289497,lost_deposit,Lahad Datu,False
2013-05-05,SE-12,Sabah,N.51 Kunak,1,Abd. Sattal Shafiee,18622,BEBAS,1,64,0.7263647713085916,lost_deposit,Kunak,False
2013-05-05,SE-12,Sabah,N.51 Kunak,2,Hussein Bin Ibnu Hassan,18623,BEBAS,1,1034,11.735330836454432,lost_deposit,Kunak,False
2013-05-05,SE-12,Sabah,N.51 Kunak,3,Kasman Bin Karate,18624,PAS,3,1002,11.372148450800136,lost_deposit,Kunak,False
2013-05-05,SE-12,Sabah,N.51 Kunak,4,Datuk Nilwan Bin Kabang,18625,BN,25,6394,72.56838043354897,won,Kunak,True
2013-05-05,SE-12,Sabah,N.51 Kunak,5,Valentine @ Rengers Sebastian,18626,STAR,64,200,2.269889910339349,lost_deposit,Kunak,False
2013-05-05,SE-12,Sabah,N.51 Kunak,6,Sharif Shamsuddin Sh. Sagaf,18627,BEBAS,1,117,1.3278855975485189,lost_deposit,Kunak,False
2013-05-05,SE-12,Sabah,N.52 Sulabayan,1,Hasaman Bin Sagaran,18628,BERSAMA,70,227,2.546555979358313,lost_deposit,Sulabayan,False
2013-05-05,SE-12,Sabah,N.52 Sulabayan,2,Hussein Bin Mumakil,18629,BEBAS,1,347,3.8927529728516936,lost_deposit,Sulabayan,False
2013-05-05,SE-12,Sabah,N.52 Sulabayan,3,Dato' Hj Jaujan Bin Hj Sambakong,18630,BN,25,6546,73.43504599506394,won,Sulabayan,False
2013-05-05,SE-12,Sabah,N.52 Sulabayan,4,Mamat Barhana,18631,BEBAS,1,74,0.8301548126542516,lost_deposit,Sulabayan,False
2013-05-05,SE-12,Sabah,N.52 Sulabayan,5,Hermeny Bin Murgal,18632,PKR,11,1417,15.89634283150101,lost,Sulabayan,False
2013-05-05,SE-12,Sabah,N.52 Sulabayan,6,Julkalani Bin Abd. Rahman,18633,BEBAS,1,107,1.2003589858649315,lost_deposit,Sulabayan,False
2013-05-05,SE-12,Sabah,N.52 Sulabayan,7,Ghazalie B Penghulu Hindi,18634,BEBAS,1,196,2.198788422705856,lost_deposit,Sulabayan,False
2013-05-05,SE-12,Sabah,N.53 Senallang,1,Datu Badaruddin Tun Mustapha,3931,BEBAS,1,164,1.6741527153940383,lost_deposit,Senallang,False
2013-05-05,SE-12,Sabah,N.53 Senallang,2,Mohd Amin Bin Abdul Men,18636,PKR,11,1516,15.475704369130257,lost,Senallang,False
2013-05-05,SE-12,Sabah,N.53 Senallang,3,Datuk Nasir Bin Sakaran,18637,BN,25,7425,75.79624336463863,won,Senallang,True
2013-05-05,SE-12,Sabah,N.53 Senallang,4,Abdul Manang Bin Hatib Lawari @ Osman,18638,BEBAS,1,546,5.573703552470396,lost_deposit,Senallang,False
2013-05-05,SE-12,Sabah,N.53 Senallang,5,Ab Karim Bin Talip,18639,BEBAS,1,145,1.4801959983666801,lost_deposit,Senallang,False
2013-05-05,SE-12,Sabah,N.54 Bugaya,1,Abdul Hussin Bin Kiamsin,15935,BEBAS,1,3139,27.264831060540256,lost,Bugaya,False
2013-05-05,SE-12,Sabah,N.54 Bugaya,2,Atal Muhammad Bin K.K Abd Menang,18641,BEBAS,1,201,1.745852514548771,lost_deposit,Bugaya,False
2013-05-05,SE-12,Sabah,N.54 Bugaya,3,Datuk Ramlee Marahaban,18642,BN,25,6642,57.69130548076088,won,Bugaya,True
2013-05-05,SE-12,Sabah,N.54 Bugaya,4,Alimin Bin Budin,18643,BEBAS,1,638,5.541561712846348,lost_deposit,Bugaya,False
2013-05-05,SE-12,Sabah,N.54 Bugaya,5,Hasai Bin Tudai,18644,PAS,3,702,6.097455050812125,lost_deposit,Bugaya,False
2013-05-05,SE-12,Sabah,N.54 Bugaya,6,Abdullah Sani Bin Abdul Salleh,14769,BEBAS,1,191,1.6589941804916182,lost_deposit,Bugaya,False
2013-05-05,SE-12,Sabah,N.55 Balung,1,S. Abas Bin S. Ali,9085,BN,25,7843,74.71658569114985,won,Balung,True
2013-05-05,SE-12,Sabah,N.55 Balung,2,Abd. Hamid Bin Mohd. Noor,18647,SAPP,66,200,1.905306277984186,lost_deposit,Balung,False
2013-05-05,SE-12,Sabah,N.55 Balung,3,Ahmad Frank Salazar,18648,PKR,11,2274,21.663332380680195,lost,Balung,False
2013-05-05,SE-12,Sabah,N.55 Balung,4,Abdillah,18649,BEBAS,1,180,1.7147756501857674,lost_deposit,Balung,False
2013-05-05,SE-12,Sabah,N.56 Apas,1,Tahir Bin Dahu,18650,SAPP,66,149,1.2285620052770447,lost_deposit,Apas,False
2013-05-05,SE-12,Sabah,N.56 Apas,2,Chok Yit Min,18651,STAR,64,75,0.6184036939313984,lost_deposit,Apas,False
2013-05-05,SE-12,Sabah,N.56 Apas,3,Alizaman Bin Jijurahman,4359,PKR,11,2891,23.83740105540897,lost,Apas,False
2013-05-05,SE-12,Sabah,N.56 Apas,4,Datuk Tawfiq Abu Bakar Titingan,7970,BN,25,9013,74.31563324538259,won,Apas,True
2013-05-05,SE-12,Sabah,N.57 Sri Tanjong,1,Fung Len Fui,18654,BN,25,5021,30.696337959283486,lost,Sri Tanjong,False
2013-05-05,SE-12,Sabah,N.57 Sri Tanjong,2,Olivia Chong Oi Yun,18655,STAR,64,128,0.7825395854985633,lost_deposit,Sri Tanjong,False
2013-05-05,SE-12,Sabah,N.57 Sri Tanjong,3,Yong Chong Kim,18656,SAPP,66,260,1.5895335330439568,lost_deposit,Sri Tanjong,False
2013-05-05,SE-12,Sabah,N.57 Sri Tanjong,4,Chan Foong Hin,3587,DAP,18,10948,66.93158892217399,won,Sri Tanjong,False
2013-05-05,SE-12,Sabah,N.58 Merotai,1,Mohd Bin Manuke,3933,BEBAS,1,342,2.4561907497845445,lost_deposit,Merotai,False
2013-05-05,SE-12,Sabah,N.58 Merotai,2,Rita Rudiansah Bin Abu Bakar,18659,BEBAS,1,104,0.7469118069520253,lost_deposit,Merotai,False
2013-05-05,SE-12,Sabah,N.58 Merotai,3,Ho Shau Vui,18660,SAPP,66,221,1.5871875897730536,lost_deposit,Merotai,False
2013-05-05,SE-12,Sabah,N.58 Merotai,4,Chin Chee Syn,18661,BEBAS,1,1255,9.013214593507612,lost_deposit,Merotai,False
2013-05-05,SE-12,Sabah,N.58 Merotai,5,Pang Yuk Ming,17264,BN,25,8045,57.77793737431772,won,Merotai,True
2013-05-05,SE-12,Sabah,N.58 Merotai,6,Hj Ahmad Dullah,18663,PAS,3,3957,28.41855788566504,lost,Merotai,False
2013-05-05,SE-12,Sabah,N.59 Tanjong Batu,1,Fatmawaty Mohd Yusuf,18664,PAS,3,3228,22.916370864688343,lost,Tanjong Batu,False
2013-05-05,SE-12,Sabah,N.59 Tanjong Batu,2,Hamisa Binti Samat,18665,BN,25,10858,77.08362913531165,won,Tanjong Batu,False
2013-05-05,SE-12,Sabah,N.60 Sebatik,1,Mohamad Yusup Bin Lewah,18666,BEBAS,1,249,3.4100246507806085,lost_deposit,Sebatik,False
2013-05-05,SE-12,Sabah,N.60 Sebatik,2,Daud Bin Jalaluddin,18667,PAS,3,1344,18.405916187345934,lost,Sebatik,False
2013-05-05,SE-12,Sabah,N.60 Sebatik,3,Abd Muis Bin Picho,17270,BN,25,5484,75.10271158586689,won,Sebatik,True
2013-05-05,SE-12,Sabah,N.60 Sebatik,4,Mohammad Jeffry Bin Rosman,18669,STAR,64,225,3.0813475760065736,lost_deposit,Sebatik,False
2018-05-09,SE-13,Sabah,N.01 Banggi,1,Kusugan Bin Ali,17080,PPRS,77,105,1.3888888888888888,lost_deposit,Banggi,False
2018-05-09,SE-13,Sabah,N.01 Banggi,2,Datuk Abd Mijul Bin Unaini,20077,BN,25,3234,42.77777777777778,lost,Banggi,True
2018-05-09,SE-13,Sabah,N.01 Banggi,3,Abidula Bin Amsana,10070,PHRS,78,198,2.619047619047619,lost_deposit,Banggi,False
2018-05-09,SE-13,Sabah,N.01 Banggi,4,Mohammad Mohamarin,20079,WARISAN,74,3613,47.79100529100529,won,Banggi,False
2018-05-09,SE-13,Sabah,N.01 Banggi,5,Norlaji Bin Amir Hassan,20080,SOLIDARITI,80,367,4.854497354497354,lost_deposit,Banggi,False
2018-05-09,SE-13,Sabah,N.01 Banggi,6,Abdul Nasir Bin Jamaluddin,20081,PKS,28,43,0.5687830687830688,lost_deposit,Banggi,False
2018-05-09,SE-13,Sabah,N.02 Tanjong Kapor,1,Thomas Tsen,20082,PCS,75,481,2.863095238095238,lost_deposit,Tanjong Kapor,False
2018-05-09,SE-13,Sabah,N.02 Tanjong Kapor,2,Chong Chen Bin,20083,WARISAN,74,9124,54.30952380952381,won,Tanjong Kapor,False
2018-05-09,SE-13,Sabah,N.02 Tanjong Kapor,3,Teo Chee Kang,17084,BN,25,6132,36.5,lost,Tanjong Kapor,True
2018-05-09,SE-13,Sabah,N.02 Tanjong Kapor,4,Allaidly Binti Poyon,20085,PPRS,77,446,2.654761904761905,lost_deposit,Tanjong Kapor,False
2018-05-09,SE-13,Sabah,N.02 Tanjong Kapor,5,Aliasgar Bin Omolong,20086,PAS,3,617,3.6726190476190474,lost_deposit,Tanjong Kapor,False
2018-05-09,SE-13,Sabah,N.03 Pitas,1,Datuk Bolkiah Bin Hj Ismail,18421,BN,25,5606,44.39692721945038,won,Pitas,True
2018-05-09,SE-13,Sabah,N.03 Pitas,2,Dausieh Binti Queck @ Paraman,18422,PAS,3,262,2.074918824740635,lost_deposit,Pitas,False
2018-05-09,SE-13,Sabah,N.03 Pitas,3,Pransol Tiying,20089,ANAKNEGERI,83,400,3.167814999604023,lost_deposit,Pitas,False
2018-05-09,SE-13,Sabah,N.03 Pitas,4,Bakir Bin Mancaing,20090,PHRS,78,1527,12.093133760988358,lost_deposit,Pitas,False
2018-05-09,SE-13,Sabah,N.03 Pitas,5,Ramlah Binti Nasir,20091,PKS,28,508,4.02312504949711,lost_deposit,Pitas,False
2018-05-09,SE-13,Sabah,N.03 Pitas,6,Maklin Masiau,20092,WARISAN,74,4324,34.244080145719494,lost,Pitas,False
2018-05-09,SE-13,Sabah,N.04 Matunggong,1,Marunsai Bin Dawai,18425,SOLIDARITI,80,2968,17.859076960105902,lost,Matunggong,False
2018-05-09,SE-13,Sabah,N.04 Matunggong,2,Sazalye Donol Bin Abdullah,20094,PKR,11,5259,31.644503279379023,lost,Matunggong,False
2018-05-09,SE-13,Sabah,N.04 Matunggong,3,Julita Mojungki,20095,BN,25,6946,41.795535230759974,won,Matunggong,False
2018-05-09,SE-13,Sabah,N.04 Matunggong,4,Jornah Mozihim,20096,PCS,75,1348,8.111198026355376,lost_deposit,Matunggong,False
2018-05-09,SE-13,Sabah,N.04 Matunggong,5,Rahim Bin Madhakong,20097,PKS,28,98,0.5896865033997233,lost_deposit,Matunggong,False
2018-05-09,SE-13,Sabah,N.05 Tandek,1,Johnson Bin Assan @ Johnson Gaban,20098,PCS,75,553,3.1898938624826947,lost_deposit,Tandek,False
2018-05-09,SE-13,Sabah,N.05 Tandek,2,Baintin Adun,20099,WARISAN,74,4285,24.71735117674204,lost,Tandek,False
2018-05-09,SE-13,Sabah,N.05 Tandek,3,Datuk Anita Baranting,20100,BN,25,8877,51.20558375634518,won,Tandek,True
2018-05-09,SE-13,Sabah,N.05 Tandek,4,Joel Masilung,20101,SOLIDARITI,80,3621,20.88717120443009,lost,Tandek,False
2018-05-09,SE-13,Sabah,N.06 Tempasuk,1,Suwah Bulleh,20102,SOLIDARITI,80,1494,9.806366918280276,lost_deposit,Tempasuk,False
2018-05-09,SE-13,Sabah,N.06 Tempasuk,2,Mustaqim Bin Aling,20103,PAS,3,521,3.419757138168691,lost_deposit,Tempasuk,False
2018-05-09,SE-13,Sabah,N.06 Tempasuk,3,Musbah Haji Jamli,20104,BN,25,7742,50.81719724319002,won,Tempasuk,True
2018-05-09,SE-13,Sabah,N.06 Tempasuk,4,Mustapha Sakmud,5064,PKR,11,5478,35.95667870036101,lost,Tempasuk,False
2018-05-09,SE-13,Sabah,N.07 Kadamaian,1,Mail Bin Balinu,20106,PCS,75,764,5.322187391152909,lost_deposit,Kadamaian,False
2018-05-09,SE-13,Sabah,N.07 Kadamaian,2,Rubbin Guribah,20107,SOLIDARITI,80,3034,21.13549285963079,lost,Kadamaian,False
2018-05-09,SE-13,Sabah,N.07 Kadamaian,3,Lukia Binti Indan,17104,PKR,11,3567,24.848484848484848,lost,Kadamaian,False
2018-05-09,SE-13,Sabah,N.07 Kadamaian,4,Satail Bin Manjungkat,20109,PAS,3,129,0.8986415882967607,lost_deposit,Kadamaian,False
2018-05-09,SE-13,Sabah,N.07 Kadamaian,5,Ewon Benedick,5073,BN,25,6861,47.79519331243469,won,Kadamaian,False
2018-05-09,SE-13,Sabah,N.08 Usukan,1,Datuk Japlin Bin Akim,17108,BN,25,8738,52.398656752218756,won,Usukan,False
2018-05-09,SE-13,Sabah,N.08 Usukan,2,Abdul Bahkrin Bin Mohd Yusof,20112,WARISAN,74,7513,45.05277044854881,lost,Usukan,False
2018-05-09,SE-13,Sabah,N.08 Usukan,3,Amsor Bin Tuah,20113,BEBAS,1,70,0.41976493163828255,lost_deposit,Usukan,False
2018-05-09,SE-13,Sabah,N.08 Usukan,4,Adzmin Bin Awang,20114,PAS,3,355,2.1288078675941473,lost_deposit,Usukan,False
2018-05-09,SE-13,Sabah,N.09 Tamparuli,1,Datuk Jahid Jahim,20115,BN,25,6818,45.45939458594479,won,Tamparuli,False
2018-05-09,SE-13,Sabah,N.09 Tamparuli,2,Dausil Bin Kundayong,20116,PKR,11,4738,31.590878783837844,lost,Tamparuli,False
2018-05-09,SE-13,Sabah,N.09 Tamparuli,3,Mojilip Bin Bumburing @ Wilfred,8978,PCS,75,2541,16.94225896786238,lost,Tamparuli,False
2018-05-09,SE-13,Sabah,N.09 Tamparuli,4,Jasmin Bin Dulin,20118,SOLIDARITI,80,901,6.007467662354981,lost_deposit,Tamparuli,False
2018-05-09,SE-13,Sabah,N.10 Sulaman,1,Haji Hajiji Bin Haji Noor,20119,BN,25,12966,69.61610738255034,won,Sulaman,True
2018-05-09,SE-13,Sabah,N.10 Sulaman,2,Abdullah Sani Bin Daud,20120,WARISAN,74,5192,27.876510067114097,lost,Sulaman,False
2018-05-09,SE-13,Sabah,N.10 Sulaman,3,Arifin Bin Harith,18450,PHRS,78,467,2.5073825503355707,lost_deposit,Sulaman,False
2018-05-09,SE-13,Sabah,N.11 Kiulu,1,Joniston Bin Lumai @ Bangkuai,18457,BN,25,4336,42.38928536513833,won,Kiulu,True
2018-05-09,SE-13,Sabah,N.11 Kiulu,2,Gaibin Ransoi,17115,PCS,75,543,5.308436797340894,lost_deposit,Kiulu,False
2018-05-09,SE-13,Sabah,N.11 Kiulu,3,Jo-Anna Sue Henley Rampas,5058,WARISAN,74,2893,28.282334539055626,lost,Kiulu,False
2018-05-09,SE-13,Sabah,N.11 Kiulu,4,Terence Sinti,18456,SOLIDARITI,80,2457,24.019943298465147,lost,Kiulu,False
2018-05-09,SE-13,Sabah,N.12 Karambunai,1,Azhar Matussin,20126,WARISAN,74,14157,54.656011118832524,won,Karambunai,False
2018-05-09,SE-13,Sabah,N.12 Karambunai,2,Aspar Akbar,20127,PAS,3,1696,6.547756929966798,lost_deposit,Karambunai,False
2018-05-09,SE-13,Sabah,N.12 Karambunai,3,Jainab Binti Ahmad,15806,BN,25,8791,33.9394641340437,lost,Karambunai,True
2018-05-09,SE-13,Sabah,N.12 Karambunai,4,Ahsim Bin Jamat,20129,SAPP,66,1258,4.856767817156976,lost_deposit,Karambunai,False
2018-05-09,SE-13,Sabah,N.13 Inanam,1,Jakariah Bin Janit,17240,PKS,28,156,0.7132732842576929,lost_deposit,Inanam,False
2018-05-09,SE-13,Sabah,N.13 Inanam,2,Johnny Goh,20131,BN,25,5850,26.74774815966348,lost,Inanam,False
2018-05-09,SE-13,Sabah,N.13 Inanam,3,Situl Bin Mintow,20132,BEBAS,1,57,0.2606190846326185,lost_deposit,Inanam,False
2018-05-09,SE-13,Sabah,N.13 Inanam,4,Terence Tsen Kim Fatt,20133,ANAKNEGERI,83,480,2.1946870284852085,lost_deposit,Inanam,False
2018-05-09,SE-13,Sabah,N.13 Inanam,5,Kenny Chua,20134,PKR,11,13633,62.333683873622604,won,Inanam,False
2018-05-09,SE-13,Sabah,N.13 Inanam,6,John Stephen Dionysius,20135,SAPP,66,1695,7.749988569338393,lost_deposit,Inanam,False
2018-05-09,SE-13,Sabah,N.14 Likas,1,Tan Lee Fatt,20136,DAP,18,9163,82.57186627016311,won,Likas,False
2018-05-09,SE-13,Sabah,N.14 Likas,2,Chin Shu Ying,18467,BN,25,1261,11.36343155807876,lost_deposit,Likas,False
2018-05-09,SE-13,Sabah,N.14 Likas,3,Richard Yong We Kong,18482,SAPP,66,673,6.064702171758133,lost_deposit,Likas,False
2018-05-09,SE-13,Sabah,N.15 Api-Api,1,Dr. Chan Chee Ching,20139,BEBAS,1,94,0.6559665038381018,lost_deposit,Api-Api,False
2018-05-09,SE-13,Sabah,N.15 Api-Api,2,Yee Moh Chai,2519,BN,25,5220,36.427076064200975,lost,Api-Api,False
2018-05-09,SE-13,Sabah,N.15 Api-Api,3,Land Lip Fong,20141,ANAKNEGERI,83,244,1.7027215631542219,lost_deposit,Api-Api,False
2018-05-09,SE-13,Sabah,N.15 Api-Api,4,Christina Liew,3204,PKR,11,8174,57.04117236566644,won,Api-Api,True
2018-05-09,SE-13,Sabah,N.15 Api-Api,5,Lim Kat Chung,20143,SAPP,66,598,4.173063503140265,lost_deposit,Api-Api,False
2018-05-09,SE-13,Sabah,N.16 Luyang,1,Gee Tien Siong,20144,SAPP,66,807,4.782789071297339,lost_deposit,Luyang,False
2018-05-09,SE-13,Sabah,N.16 Luyang,2,Phoong Jin Zhe,20145,DAP,18,14237,84.37740769276358,won,Luyang,False
2018-05-09,SE-13,Sabah,N.16 Luyang,3,Dr. Pamela Yong,20146,BN,25,1829,10.839803235939074,lost_deposit,Luyang,False
2018-05-09,SE-13,Sabah,N.17 Tanjong Aru,1,Noraiza Binti Mohammad Noor,20147,PHRS,78,566,3.2496985703622894,lost_deposit,Tanjong Aru,False
2018-05-09,SE-13,Sabah,N.17 Tanjong Aru,2,Roger Chong Wei Leung,20148,ANAKNEGERI,83,494,2.8363093529310444,lost_deposit,Tanjong Aru,False
2018-05-09,SE-13,Sabah,N.17 Tanjong Aru,3,Ir. Edward Yong Oui Fah,17132,BN,25,5184,29.764023655049666,lost,Tanjong Aru,True
2018-05-09,SE-13,Sabah,N.17 Tanjong Aru,4,Hamid Ismail,20150,PAS,3,1379,7.917551817190102,lost_deposit,Tanjong Aru,False
2018-05-09,SE-13,Sabah,N.17 Tanjong Aru,5,Wong Hong Jun,18466,WARISAN,74,9794,56.23241660446689,won,Tanjong Aru,False
2018-05-09,SE-13,Sabah,N.18 Petagas,1,Yahya Bin Hussin,12440,BN,25,6318,46.442222875624815,lost,Petagas,True
2018-05-09,SE-13,Sabah,N.18 Petagas,2,Ester Otion Matanul,20153,PHRS,78,760,5.58659217877095,lost_deposit,Petagas,False
2018-05-09,SE-13,Sabah,N.18 Petagas,3,Uda Bin Sulai,14657,WARISAN,74,6526,47.971184945604236,won,Petagas,False
2018-05-09,SE-13,Sabah,N.19 Kapayan,1,Francis Goh Fah Shun,20155,BN,25,6308,23.204826368452032,lost,Kapayan,False
2018-05-09,SE-13,Sabah,N.19 Kapayan,2,Chong Pit Fah,18489,SOLIDARITI,80,1318,4.848440258975868,lost_deposit,Kapayan,False
2018-05-09,SE-13,Sabah,N.19 Kapayan,3,Jannie Lasimbang,20157,DAP,18,19558,71.9467333725721,won,Kapayan,False
2018-05-09,SE-13,Sabah,N.20 Moyog,1,Datuk Donald Peter Mojuntin,20158,BN,25,5303,33.404724409448825,lost,Moyog,False
2018-05-09,SE-13,Sabah,N.20 Moyog,2,Jenifer Lasimbang,20159,WARISAN,74,9745,61.38582677165354,won,Moyog,False
2018-05-09,SE-13,Sabah,N.20 Moyog,3,Bandasan @ Dionisius Dennis J Tunding,20160,PCS,75,222,1.3984251968503936,lost_deposit,Moyog,False
2018-05-09,SE-13,Sabah,N.20 Moyog,4,Danim @ Aloysius Siap,18492,SOLIDARITI,80,605,3.8110236220472435,lost_deposit,Moyog,False
2018-05-09,SE-13,Sabah,N.21 Kawang,1,Matlin Bin Jilon,20162,PHRS,78,781,4.133149872988992,lost_deposit,Kawang,False
2018-05-09,SE-13,Sabah,N.21 Kawang,2,Datuk Gulamhaidar @ Yusof Bin Khan Bahadar,15837,BN,25,10388,54.97459779847587,won,Kawang,True
2018-05-09,SE-13,Sabah,N.21 Kawang,3,Salleh Hj Eddris,20164,WARISAN,74,7526,39.82853513971211,lost,Kawang,False
2018-05-09,SE-13,Sabah,N.21 Kawang,4,Wahid Bin Ismail,20165,ANAKNEGERI,83,201,1.0637171888230312,lost_deposit,Kawang,False
2018-05-09,SE-13,Sabah,N.22 Pantai Manis,1,Jawasing Bin Mianus @ Herman J Mianus,20166,PCS,75,129,0.761646100253882,lost_deposit,Pantai Manis,False
2018-05-09,SE-13,Sabah,N.22 Pantai Manis,2,Haji Abdul Rahim Bin Ismail,17148,BN,25,7126,42.07356674735785,lost,Pantai Manis,True
2018-05-09,SE-13,Sabah,N.22 Pantai Manis,3,James @ Ebi Ghani,20168,PHRS,78,448,2.6450965342150323,lost_deposit,Pantai Manis,False
2018-05-09,SE-13,Sabah,N.22 Pantai Manis,4,Aidi Moktar,20169,WARISAN,74,9234,54.519690618173236,won,Pantai Manis,False
2018-05-09,SE-13,Sabah,N.23 Bongawan,1,Datuk Mohamad Bin Alamin,20170,BN,25,6117,44.79349736379613,lost,Bongawan,True
2018-05-09,SE-13,Sabah,N.23 Bongawan,2,Daud Bin Yusof,5083,WARISAN,74,6912,50.61511423550088,won,Bongawan,False
2018-05-09,SE-13,Sabah,N.23 Bongawan,3,Jaafar Bin Ismail,3557,PHRS,78,627,4.5913884007029875,lost_deposit,Bongawan,False
2018-05-09,SE-13,Sabah,N.24 Membakut,1,Mohd Arifin Bin Mohd Arif,15842,BN,25,6495,57.21962822658797,won,Membakut,True
2018-05-09,SE-13,Sabah,N.24 Membakut,2,Ali Omar Bin Mohd Idris,20174,PHRS,78,456,4.0172672011276545,lost_deposit,Membakut,False
2018-05-09,SE-13,Sabah,N.24 Membakut,3,Rosjelen Binti Salimat,20175,PCS,75,223,1.964584618095322,lost_deposit,Membakut,False
2018-05-09,SE-13,Sabah,N.24 Membakut,4,Haji Yahya Bin Ahmad,11958,BEBAS,1,85,0.7488327019645846,lost_deposit,Membakut,False
2018-05-09,SE-13,Sabah,N.24 Membakut,5,Abd Sani Bin Marip @ Marif,20177,WARISAN,74,4092,36.04968725222447,lost,Membakut,False
2018-05-09,SE-13,Sabah,N.25 Klias,1,Isnin Bin Hj Aliasnih,18514,BN,25,6173,44.94357480888242,won,Klias,False
2018-05-09,SE-13,Sabah,N.25 Klias,2,Johair Binti Mat Lani,20179,WARISAN,74,3725,27.12049508554787,lost,Klias,False
2018-05-09,SE-13,Sabah,N.25 Klias,3,Lajim Bin Ukin (Datuk Seri Panglima),20180,PHRS,78,3837,27.93593010556971,lost,Klias,True
2018-05-09,SE-13,Sabah,N.26 Kuala Penyu,1,Datuk Limus Bin Jury,20181,BN,25,7352,54.637336504161716,won,Kuala Penyu,True
2018-05-09,SE-13,Sabah,N.26 Kuala Penyu,2,Nikol Tiunsu @ Herman Tiongsoh,20182,PCS,75,548,4.072532699167657,lost_deposit,Kuala Penyu,False
2018-05-09,SE-13,Sabah,N.26 Kuala Penyu,3,Dikin Bin Musah,5087,PKR,11,3807,28.29221165279429,lost,Kuala Penyu,False
2018-05-09,SE-13,Sabah,N.26 Kuala Penyu,4,Jonas Bin Sungin @ Sunggim,20184,PHRS,78,1749,12.997919143876338,lost,Kuala Penyu,False
2018-05-09,SE-13,Sabah,N.27 Lumadan,1,Matbali Musah,20185,BN,25,6836,56.64567451110375,won,Lumadan,False
2018-05-09,SE-13,Sabah,N.27 Lumadan,2,Asmat Bin Japar,20186,PHRS,78,1331,11.029168047729533,lost_deposit,Lumadan,False
2018-05-09,SE-13,Sabah,N.27 Lumadan,3,Md Samlih Bin Juaisin,20187,WARISAN,74,3901,32.32515744116672,lost,Lumadan,False
2018-05-09,SE-13,Sabah,N.28 Sindumin,1,Datuk Dr Yusof,20188,WARISAN,74,6648,51.90100710437974,won,Sindumin,False
2018-05-09,SE-13,Sabah,N.28 Sindumin,2,Datuk Haji Sapawi Bin Amat Wasali @ Ahmad,20189,BN,25,5888,45.9676789757202,lost,Sindumin,False
2018-05-09,SE-13,Sabah,N.28 Sindumin,3,Patrick Sadom,20190,PHRS,78,273,2.1313139199000704,lost_deposit,Sindumin,False
2018-05-09,SE-13,Sabah,N.29 Kundasang,1,Jinus Bin Sodiong,20191,PKS,28,166,1.552707885137031,lost_deposit,Kundasang,False
2018-05-09,SE-13,Sabah,N.29 Kundasang,2,Japiril Suhaimin,3219,SOLIDARITI,80,2105,19.689458422972596,lost,Kundasang,False
2018-05-09,SE-13,Sabah,N.29 Kundasang,3,Siriman @ Mohd Fazid Bin Basir,20193,WARISAN,74,3716,34.75820783836872,lost,Kundasang,False
2018-05-09,SE-13,Sabah,N.29 Kundasang,4,Datuk Henrynus Amin,20194,ANAKNEGERI,83,733,6.856234215695444,lost_deposit,Kundasang,False
2018-05-09,SE-13,Sabah,N.29 Kundasang,5,Dr. Joachim Gunsalam,17170,BN,25,3971,37.143391637826205,won,Kundasang,True
2018-05-09,SE-13,Sabah,N.30 Karanaan,1,Datuk Masidi Manjun,17173,BN,25,6849,63.97944885567492,won,Karanaan,True
2018-05-09,SE-13,Sabah,N.30 Karanaan,2,Juhaili Bin Sidek,20197,ANAKNEGERI,83,104,0.9715086408220457,lost_deposit,Karanaan,False
2018-05-09,SE-13,Sabah,N.30 Karanaan,3,Aman @ Adzman Bin Manaf,20198,PHRS,78,685,6.3988790284913595,lost_deposit,Karanaan,False
2018-05-09,SE-13,Sabah,N.30 Karanaan,4,Pehing @ Chong Peck Hing,20199,PKR,11,3067,28.650163475011674,lost,Karanaan,False
2018-05-09,SE-13,Sabah,N.31 Paginatan,1,Julian @ Paul Bin Sidin,20200,WARISAN,74,3600,31.02913290811929,lost,Paginatan,False
2018-05-09,SE-13,Sabah,N.31 Paginatan,2,Datuk Abidin Bin Madingkir,20201,BN,25,5666,48.83640751594553,won,Paginatan,False
2018-05-09,SE-13,Sabah,N.31 Paginatan,3,Satiol Bin Indong,18532,PCS,75,362,3.1201516979831063,lost_deposit,Paginatan,False
2018-05-09,SE-13,Sabah,N.31 Paginatan,4,Mat Jaili Samat,17177,PPRS,77,104,0.8963971729012239,lost_deposit,Paginatan,False
